ccode,country,cname,cmark,year,wars,war,warl,onset,ethonset,durest,aim,casename,ended,ethwar,waryrs,pop,lpop,polity2,gdpen,gdptype,gdpenl,lgdpenl1,lpopl1,region,western,eeurop,lamerica,ssafrica,asia,nafrme,colbrit,colfra,mtnest,lmtnest,elevdiff,Oil,ncontig,ethfrac,ef,plural,second,numlang,relfrac,plurrel,minrelpc,muslim,nwstate,polity2l,instab,anocl,deml,empethfrac,empwarl,emponset,empgdpenl,emplpopl,emplmtnest,empncontig,empolity2l,sdwars,sdonset,colwars,colonset,cowwars,cowonset,cowwarl,sdwarl,colwarl
2,"USA","USA",1,1945,0,0,0,0,0,,,"",,,"",140969,11.8563,10,7.626,3,7.626,8.939319,11.8563,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.4936721,0,0,6.79718,11.97919,3.211572,1,7.68712,0,0,,,0,0,0,0,
2,"USA","USA",0,1946,0,0,0,0,0,,,"",,,"",141936,11.86313,10,7.654,3,7.626,8.939319,11.8563,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,6.79718,11.97919,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1947,0,0,0,0,0,,,"",,,"",142713,11.86859,10,8.025,3,7.654,8.942984,11.86313,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,7.654,11.86313,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1948,0,0,0,0,0,,,"",,,"",145326,11.88673,10,8.27,3,8.025,8.990317,11.86859,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,8.025,11.86859,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1949,0,0,0,0,0,,,"",,,"",147987,11.90488,10,8.04,3,8.27,9.02039,11.88673,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,8.27,11.88673,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1950,0,0,0,0,0,,,"",,,"",152273,11.93343,10,8.772,0,8.04,8.992185,11.90488,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,8.04,11.90488,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1951,0,0,0,0,0,,,"",,,"",155000,11.95118,10,9.109,0,8.772,9.07932,11.93343,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,8.772,11.93343,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1952,0,0,0,0,0,,,"",,,"",157727,11.96862,10,9.074,0,9.109,9.117018,11.95118,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.109,11.95118,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1953,0,0,0,0,0,,,"",,,"",160475,11.98589,10,9.3,0,9.074,9.113169,11.96862,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.074,11.96862,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1954,0,0,0,0,0,,,"",,,"",163202,12.00274,10,9.089,0,9.3,9.13777,11.98589,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.3,11.98589,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1955,0,0,0,0,0,,,"",,,"",165929,12.01932,10,9.723,0,9.089,9.11482,12.00274,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.089,12.00274,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1956,0,0,0,0,0,,,"",,,"",168882,12.03696,10,9.712,0,9.723,9.182249,12.01932,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.723,12.01932,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1957,0,0,0,0,0,,,"",,,"",171835,12.05429,10,9.643,0,9.712,9.181117,12.03696,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.712,12.03696,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1958,0,0,0,0,0,,,"",,,"",174767,12.07121,10,9.37,0,9.643,9.173987,12.05429,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.643,12.05429,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1959,0,0,0,0,0,,,"",,,"",177720,12.08797,10,9.839,0,9.37,9.145268,12.07121,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.37,12.07121,3.214868,1,10,0,0,,,0,0,0,0,
2,"USA","USA",0,1960,0,0,0,0,0,,,"",,,"",180673,12.10444,10,9.895,0,9.839,9.194109,12.08797,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.839,12.08797,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1961,0,0,0,0,0,,,"",,,"",183687,12.12099,10,9.946,0,9.895,9.199785,12.10444,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.895,12.10444,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1962,0,0,0,0,0,,,"",,,"",186537,12.13638,10,10.358,0,9.946,9.204926,12.12099,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,9.946,12.12099,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1963,0,0,0,0,0,,,"",,,"",189244,12.15079,10,10.642,0,10.358,9.245515,12.13638,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,10.358,12.13638,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1964,0,0,0,0,0,,,"",,,"",191889,12.16467,10,11.072,0,10.642,9.272564,12.15079,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,10.642,12.15079,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1965,0,0,0,0,0,,,"",,,"",194309,12.17721,10,11.649,0,11.072,9.312175,12.16467,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,11.072,12.16467,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1966,0,0,0,0,0,,,"",,,"",196564,12.18874,10,12.164,0,11.649,9.362976,12.17721,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,11.649,12.17721,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1967,0,0,0,0,0,,,"",,,"",198717,12.19964,10,12.318,0,12.164,9.406236,12.18874,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,12.164,12.18874,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1968,0,0,0,0,0,,,"",,,"",200706,12.2096,10,12.723,0,12.318,9.418817,12.19964,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,12.318,12.19964,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1969,0,0,0,0,0,,,"",,,"",202675,12.21936,10,12.975,0,12.723,9.451167,12.2096,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,12.723,12.2096,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1970,0,0,0,0,0,,,"",,,"",205052,12.23102,10,12.963,0,12.975,9.470779,12.21936,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,12.975,12.21936,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1971,0,0,0,0,0,,,"",,,"",207661,12.24366,10,13.233,0,12.963,9.469854,12.23102,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,12.963,12.23102,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1972,0,0,0,0,0,,,"",,,"",209896,12.25437,10,13.747,0,13.233,9.490469,12.24366,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,13.233,12.24366,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1973,0,0,0,0,0,,,"",,,"",211909,12.26391,10,14.379,0,13.747,9.528576,12.25437,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,13.747,12.25437,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1974,0,0,0,0,0,,,"",,,"",213854,12.27305,10,14.078,0,14.379,9.573524,12.26391,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,14.379,12.26391,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1975,0,0,0,0,0,,,"",,,"",215973,12.28291,10,13.682,0,14.078,9.552368,12.27305,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,14.078,12.27305,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1976,0,0,0,0,0,,,"",,,"",218035,12.29241,10,14.271,0,13.682,9.523836,12.28291,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,13.682,12.28291,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1977,0,0,0,0,0,,,"",,,"",220239,12.30247,10,14.832,0,14.271,9.565985,12.29241,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,14.271,12.29241,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1978,0,0,0,0,0,,,"",,,"",222585,12.31306,10,15.44,0,14.832,9.604543,12.30247,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,14.832,12.30247,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1979,0,0,0,0,0,,,"",,,"",225055,12.3241,10,15.637,0,15.44,9.644717,12.31306,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,15.44,12.31306,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1980,0,0,0,0,0,,,"",,,"",227757,12.33603,10,15.295,0,15.637,9.657395,12.3241,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,15.637,12.3241,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1981,0,0,0,0,0,,,"",,,"",230138,12.34643,10,15.502,0,15.295,9.635282,12.33603,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,15.295,12.33603,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1982,0,0,0,0,0,,,"",,,"",232520,12.35673,10,14.897,0,15.502,9.648725,12.34643,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,15.502,12.34643,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1983,0,0,0,0,0,,,"",,,"",234799,12.36648,10,15.29,0,14.897,9.608915,12.35673,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,14.897,12.35673,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1984,0,0,0,0,0,,,"",,,"",237001,12.37582,10,16.255,0,15.29,9.634954,12.36648,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,15.29,12.36648,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1985,0,0,0,0,0,,,"",,,"",239279,12.38539,10,16.57,0,16.255,9.696156,12.37582,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,16.255,12.37582,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1986,0,0,0,0,0,,,"",,,"",241625,12.39514,10,16.848,0,16.57,9.715349,12.38539,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,16.57,12.38539,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1987,0,0,0,0,0,,,"",,,"",243942,12.40469,10,17.186,0,16.848,9.731987,12.39514,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,16.848,12.39514,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1988,0,0,0,0,0,,,"",,,"",246307,12.41433,10,17.71,0,17.186,9.75185,12.40469,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,17.186,12.40469,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1989,0,0,0,0,0,,,"",,,"",248231,12.42212,10,18.095,0,17.71,9.781885,12.41433,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,17.71,12.41433,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1990,0,0,0,0,0,,,"",,,"",250372,12.4307,10,18.054,0,18.095,9.803391,12.42212,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,18.095,12.42212,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1991,0,0,0,0,0,,,"",,,"",252688,12.43991,10,17.594,0,18.054,9.801123,12.4307,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,18.054,12.4307,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1992,0,0,0,0,0,,,"",,,"",255000,12.44902,10,17.945,0,17.594,9.775313,12.43991,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,17.594,12.43991,3.214868,1,10,0,0,0,0,0,0,0,0,0
2,"USA","USA",0,1993,0,0,0,0,0,,,"",,,"",257753,12.45976,10,18.20255,2,17.945,9.795067,12.44902,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,17.945,12.44902,3.214868,1,10,0,0,0,0,,,0,0,0
2,"USA","USA",0,1994,0,0,0,0,0,,,"",,,"",260292,12.46956,10,18.70333,2,18.203,9.809318,12.45976,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,18.20255,12.45976,3.214868,1,10,0,0,0,0,,,,0,0
2,"USA","USA",0,1995,0,0,0,0,0,,,"",,,"",262761,12.479,10,18.95671,2,18.703,9.836457,12.46956,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,18.70333,12.46956,3.214868,1,10,0,0,0,0,,,,0,0
2,"USA","USA",0,1996,0,0,0,0,0,,,"",,,"",265179,12.48816,10,19.38626,2,18.957,9.849914,12.479,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,18.95671,12.479,3.214868,1,10,0,0,0,0,,,,0,0
2,"USA","USA",0,1997,0,0,0,0,0,,,"",,,"",267636,12.49738,10,19.99499,2,19.386,9.87232,12.48816,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,19.38626,12.48816,3.214868,1,10,0,0,0,0,,,,0,0
2,"USA","USA",0,1998,0,0,0,0,0,,,"",,,"",270029,12.50628,10,20.61325,2,19.995,9.903237,12.49738,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,19.99499,12.49738,3.214868,1,10,0,0,0,0,,,,0,0
2,"USA","USA",0,1999,0,0,0,0,0,,,"",,,"",,,10,21.09925,2,20.613,9.933689,12.50628,"western democracies and japan",1,0,0,0,0,0,1,0,23.9,3.214868,6280,0,1,.3569501,.490957,.691,.125,3,.596,56,28,1.9,0,10,0,0,1,.3569501,0,0,20.61325,12.50628,3.214868,1,,0,0,0,0,,,,0,0
20,"CANADA","CANADA",1,1945,0,0,0,0,0,,,"",,,"",12394,9.424968,10,5.188,3,5.188,8.554104,9.424968,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,5.188,9.424968,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1946,0,0,0,0,0,,,"",,,"",12622,9.443196,10,5.36,3,5.188,8.554104,9.424968,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,5.188,9.424968,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1947,0,0,0,0,0,,,"",,,"",12888,9.464052,10,5.532,3,5.36,8.58672,9.443196,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,5.36,9.443196,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1948,0,0,0,0,0,,,"",,,"",13167,9.485469,10,5.73,3,5.532,8.618304,9.464052,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,5.532,9.464052,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1949,0,0,0,0,0,,,"",,,"",13475,9.508592,10,5.745,3,5.73,8.653471,9.485469,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,5.73,9.485469,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1950,0,0,0,0,0,,,"",,,"",13737,9.527848,10,6.38,0,5.745,8.656085,9.508592,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,5.745,9.508592,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1951,0,0,0,0,0,,,"",,,"",14138,9.556622,10,6.511,0,6.38,8.760923,9.527848,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,6.38,9.527848,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1952,0,0,0,0,0,,,"",,,"",14537,9.584453,10,6.779,0,6.511,8.781248,9.556622,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,6.511,9.556622,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1953,0,0,0,0,0,,,"",,,"",14937,9.611597,10,6.901,0,6.779,8.821585,9.584453,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,6.779,9.584453,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1954,0,0,0,0,0,,,"",,,"",15336,9.637959,10,6.579,0,6.901,8.839421,9.611597,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,6.901,9.611597,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1955,0,0,0,0,0,,,"",,,"",15735,9.663643,10,6.978,0,6.579,8.791638,9.637959,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,6.579,9.637959,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1956,0,0,0,0,0,,,"",,,"",16170,9.690913,10,7.435,0,6.978,8.850517,9.663643,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,6.978,9.663643,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1957,0,0,0,0,0,,,"",,,"",16605,9.717459,10,7.341,0,7.435,8.913954,9.690913,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,7.435,9.690913,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1958,0,0,0,0,0,,,"",,,"",17040,9.743319,10,7.194,0,7.341,8.901231,9.717459,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,7.341,9.717459,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1959,0,0,0,0,0,,,"",,,"",17475,9.768527,10,7.304,0,7.194,8.881002,9.743319,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,7.194,9.743319,2.797281,0,10,0,0,,,0,0,0,0,
20,"CANADA","CANADA",0,1960,0,0,0,0,0,,,"",,,"",17910,9.793115,10,7.258,0,7.304,8.896177,9.768527,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,7.304,9.768527,2.797281,0,10,0,0,0,0,0,0,0,0,0
20,"CANADA","CANADA",0,1961,0,0,0,0,0,,,"",,,"",18270,9.813016,10,7.261,0,7.258,8.889859,9.793115,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,7.258,9.793115,2.797281,0,10,0,0,0,0,0,0,0,0,0
20,"CANADA","CANADA",0,1962,0,0,0,0,0,,,"",,,"",18614,9.831669,10,7.605,0,7.261,8.890273,9.813016,"western democracies and japan",1,0,0,0,0,0,1,0,15.4,2.797281,5950,0,0,.754994,.5963401,.59,.23,3,.6312,42,40,.9,0,10,0,0,1,.754994,0,0,7.261,9.813016,2.797281,0,10,0,0,0,0,0,0,0,0,0
